oa_id	ecotype_id	sample_name	latitude	longitude	locality	country	collector	collection_date	cs_number	sra_run	biosample	bioproject	library_layout	instrument_model	species	internal_data	internal_sample_name	elevation	ploidy	collection_notes	pooled_plants	include	country_code	country_name	dataset
OASN0131		16OHLAOBT038	40	-83.02	OHOS	USA		2016		ERR5100273	SAMEA7818800	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0133		16OHMLNP007	41.64991	-84.76031	OHML	USA		2016		ERR5100274	SAMEA7818803	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0125		16NJSC085	39.705629	-74.776858	NJSC	USA		2016		ERR5100275	SAMEA7818791	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0120		16NJSC058	39.705629	-74.776858	NJSC	USA		2016		ERR5100276	SAMEA7818784	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0134		16OHMLNP054	41.64991	-84.76031	OHML	USA		2016		ERR5100277	SAMEA7818807	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0137		16OHMLNP086	41.64991	-84.76031	OHML	USA		2016		ERR5100278	SAMEA7818812	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0016		OHPR_S47	41.29522	-83.45741	OHPR	USA		2014		ERR5100279	SAMEA7817199	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0138		16OHMLNP091	41.64991	-84.76031	OHML	USA		2016		ERR5100280	SAMEA7818813	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0122		16NJSC079	39.705629	-74.776858	NJSC	USA		2016		ERR5100281	SAMEA7818787	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0126		16NJSC086	39.705629	-74.776858	NJSC	USA		2016		ERR5100285	SAMEA7818792	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0115		16NJSC041	39.705629	-74.776858	NJSC	USA		2016		ERR5100287	SAMEA7818776	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0124		16NJSC084	39.705629	-74.776858	NJSC	USA		2016		ERR5100288	SAMEA7818790	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0142		16OHPR037	41.29522	-83.45741	OHPR	USA		2016		ERR5100289	SAMEA7818817	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0140		16OHPR017	41.29522	-83.45741	OHPR	USA		2016		ERR5100290	SAMEA7818815	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0121		16NJSC065	39.705629	-74.776858	NJSC	USA		2016		ERR5100291	SAMEA7818785	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0139		16OHPR003	41.29522	-83.45741	OHPR	USA		2016		ERR5100292	SAMEA7818814	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0014		OHPR_S41	41.29522	-83.45741	OHPR	USA		2014		ERR5100293	SAMEA7817197	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0132		16OHMLNP004	41.64991	-84.76031	OHML	USA		2016		ERR5100294	SAMEA7818801	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0143		16OHPR052	41.29522	-83.45741	OHPR	USA		2016		ERR5100295	SAMEA7818818	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0129		16NJSC093	39.705629	-74.776858	NJSC	USA		2016		ERR5100297	SAMEA7818795	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0127		16NJSC090	39.705629	-74.776858	NJSC	USA		2016		ERR5100298	SAMEA7818793	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0013		OHPR_S1	41.29522	-83.45741	OHPR	USA		2014		ERR5100299	SAMEA7817196	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0141		16OHPR035	41.29522	-83.45741	OHPR	USA		2016		ERR5100300	SAMEA7818816	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0017		OHPR_S48	41.29522	-83.45741	OHPR	USA		2015		ERR5100301	SAMEA7817200	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0147		R15MISJ59	42.14462	-84.42283	MISJ	USA		2015		ERR5100302	SAMEA7818827	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0009		At370	53.1285694444444	-8.95554444444444		Ireland				ERR5100304	SAMEA7817192	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0007		At363	53.1554444444444	-8.99077777777778		Ireland				ERR5100305	SAMEA7817190	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0002		At136_140	52.9114444444444	-9.06594444444445		Ireland				ERR5100306	SAMEA7817184	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0144		R15MISJ12	42.14462	-84.42283	MISJ	USA		2015		ERR5100308	SAMEA7818823	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0136		16OHMLNP078	41.64991	-84.76031	OHML	USA		2016		ERR5100309	SAMEA7818809	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0004		At319	53.1286972222222	-8.95505833333333		Ireland				ERR5100310	SAMEA7817186	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0005		At339_348	53.0851805555556	-8.98675		Ireland				ERR5100311	SAMEA7817188	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0146		R15MISJ56	42.14462	-84.42283	MISJ	USA		2015		ERR5100312	SAMEA7818826	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0010		At376	53.9520472222222	-9.31874444444444		Ireland				ERR5100313	SAMEA7817193	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0145		R15MISJ25	42.14462	-84.42283	MISJ	USA		2015		ERR5100314	SAMEA7818825	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0015		OHPR_S42	41.29522	-83.45741	OHPR	USA		2014		ERR5100315	SAMEA7817198	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0022		S46	42.14462	-84.42283	MISJ	USA		2015		ERR5100316	SAMEA7817205	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0003		At158	52.9109361111111	-9.08521666666667		Ireland				ERR5100317	SAMEA7817185	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0019		S42	42.14462	-84.42283	MISJ	USA		2015		ERR5100318	SAMEA7817202	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0001		At069	53.5597222222222	-9.891025		Ireland				ERR5100319	SAMEA7817183	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0011		At394_395	53.4281083333333	-9.3206		Ireland				ERR5100320	SAMEA7817194	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0012		At533	53.1545194444444	-9.08283055555555		Ireland				ERR5100321	SAMEA7817195	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0021		S45	42.14462	-84.42283	MISJ	USA		2015		ERR5100322	SAMEA7817204	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0006		At361	52.9326972222222	-8.43787777777778		Ireland				ERR5100323	SAMEA7817189	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0018		S34	42.14462	-84.42283	MISJ	USA		2015		ERR5100324	SAMEA7817201	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0020		S44	42.14462	-84.42283	MISJ	USA		2015		ERR5100593	SAMEA7817203	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0008		At369	53.0639805555556	-9.07705833333333		Ireland				ERR5100594	SAMEA7817191	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	IRL	Ireland	SN
OASN0158		S20	42.14462	-84.42283	MISJ	USA		2014		ERR5100641	SAMEA7819060	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0159		S21	42.14462	-84.42283	MISJ	USA		2014		ERR5100642	SAMEA7819061	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0155		S18	42.14462	-84.42283	MISJ	USA		2014		ERR5100643	SAMEA7819057	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0160		S22	42.14462	-84.42283	MISJ	USA		2014		ERR5100644	SAMEA7819062	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0164		S26	42.14462	-84.42283	MISJ	USA		2014		ERR5100645	SAMEA7819066	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0169		S31	42.14462	-84.42283	MISJ	USA		2015		ERR5100646	SAMEA7819071	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0166		S29	42.14462	-84.42283	MISJ	USA		2015		ERR5100647	SAMEA7819068	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0150		S12	42.14462	-84.42283	MISJ	USA		2015		ERR5100648	SAMEA7819052	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0161		S23	42.14462	-84.42283	MISJ	USA		2014		ERR5100649	SAMEA7819063	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0151		S13	42.14462	-84.42283	MISJ	USA		2015		ERR5100650	SAMEA7819053	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0163		S25	42.14462	-84.42283	MISJ	USA		2014		ERR5100651	SAMEA7819065	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0156		S19	42.14462	-84.42283	MISJ	USA		2014		ERR5100652	SAMEA7819058	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0153		S15	42.14462	-84.42283	MISJ	USA		2015		ERR5100653	SAMEA7819055	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0162		S24	42.14462	-84.42283	MISJ	USA		2014		ERR5100654	SAMEA7819064	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0152		S14	42.14462	-84.42283	MISJ	USA		2015		ERR5100655	SAMEA7819054	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							""	USA	United States	SN
OASN0165		S27	42.14462	-84.42283	MISJ	USA		2014		ERR5100656	SAMEA7819067	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0149		S11	42.14462	-84.42283	MISJ	USA		2015		ERR5100657	SAMEA7819051	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0174		S36	42.14462	-84.42283	MISJ	USA		2015		ERR5100658	SAMEA7819076	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0172		S34	42.14462	-84.42283	MISJ	USA		2015		ERR5100659	SAMEA7819074	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0168		S30	42.14462	-84.42283	MISJ	USA		2015		ERR5100660	SAMEA7819070	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0148		S10	42.14462	-84.42283	MISJ	USA		2015		ERR5100661	SAMEA7819050	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0173		S35	42.14462	-84.42283	MISJ	USA		2015		ERR5100662	SAMEA7819075	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0175		S37	42.14462	-84.42283	MISJ	USA		2015		ERR5100663	SAMEA7819077	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0176		S38	42.14462	-84.42283	MISJ	USA		2015		ERR5100664	SAMEA7819078	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0171		S33	42.14462	-84.42283	MISJ	USA		2015		ERR5100665	SAMEA7819073	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0177		S39	42.14462	-84.42283	MISJ	USA		2015		ERR5100666	SAMEA7819079	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0183		S44	42.14462	-84.42283	MISJ	USA		2015		ERR5100667	SAMEA7819085	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0182		S43	42.14462	-84.42283	MISJ	USA		2015		ERR5100668	SAMEA7819084	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0154		S16	42.14462	-84.42283	MISJ	USA		2015		ERR5100669	SAMEA7819056	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0184		S45	42.14462	-84.42283	MISJ	USA		2015		ERR5100670	SAMEA7819086	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0185		S46	42.14462	-84.42283	MISJ	USA		2015		ERR5100671	SAMEA7819087	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0181		S42	42.14462	-84.42283	MISJ	USA		2015		ERR5100672	SAMEA7819083	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0195		S56	42.14462	-84.42283	MISJ	USA		2016		ERR5100673	SAMEA7819097	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0186		S48	42.14462	-84.42283	MISJ	USA		2016		ERR5100674	SAMEA7819088	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0179		S40	42.14462	-84.42283	MISJ	USA		2015		ERR5100675	SAMEA7819081	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0157		S1	42.14462	-84.42283	MISJ	USA		2015		ERR5100676	SAMEA7819059	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0191		S52	42.14462	-84.42283	MISJ	USA		2016		ERR5100677	SAMEA7819093	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0192		S53	42.14462	-84.42283	MISJ	USA		2016		ERR5100678	SAMEA7819094	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0167		S2	42.14462	-84.42283	MISJ	USA		2015		ERR5100680	SAMEA7819069	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0180		S41	42.14462	-84.42283	MISJ	USA		2015		ERR5100681	SAMEA7819082	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0204		G1_OH14PR02	41.29522	-83.45741	OHPR	USA		2014		ERR5100682	SAMEA7819107	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0170		S32	42.14462	-84.42283	MISJ	USA		2015		ERR5100683	SAMEA7819072	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0194		S55	42.14462	-84.42283	MISJ	USA		2016		ERR5100685	SAMEA7819096	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0190		S51	42.14462	-84.42283	MISJ	USA		2016		ERR5100686	SAMEA7819092	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0189		S50	42.14462	-84.42283	MISJ	USA		2016		ERR5100687	SAMEA7819091	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0198		S59	42.14462	-84.42283	MISJ	USA		2016		ERR5100688	SAMEA7819100	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0193		S54	42.14462	-84.42283	MISJ	USA		2016		ERR5100689	SAMEA7819095	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0209		G1_OH14PR16	41.29522	-83.45741	OHPR	USA		2014		ERR5100690	SAMEA7819113	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0207		G1_OH14PR08	41.29522	-83.45741	OHPR	USA		2014		ERR5100691	SAMEA7819111	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0211		G1_OH14PR21	41.29522	-83.45741	OHPR	USA		2014		ERR5100692	SAMEA7819115	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0205		G1_OH14PR03	41.29522	-83.45741	OHPR	USA		2014		ERR5100694	SAMEA7819108	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0213		G1_OH14PR23	41.29522	-83.45741	OHPR	USA		2014		ERR5100695	SAMEA7819117	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0206		G1_OH14PR05	41.29522	-83.45741	OHPR	USA		2014		ERR5100696	SAMEA7819109	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0197		S58	42.14462	-84.42283	MISJ	USA		2016		ERR5100697	SAMEA7819099	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0196		S57	42.14462	-84.42283	MISJ	USA		2016		ERR5100698	SAMEA7819098	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0215		G1_OH14PR32	41.29522	-83.45741	OHPR	USA		2014		ERR5100699	SAMEA7819119	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0216		G1_OH14PR36	41.29522	-83.45741	OHPR	USA		2014		ERR5100700	SAMEA7819121	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0210		G1_OH14PR20	41.29522	-83.45741	OHPR	USA		2014		ERR5100701	SAMEA7819114	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0224		OH15PR66	41.29522	-83.45741	OHPR	USA		2015		ERR5100702	SAMEA7819129	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0199		S5	42.14462	-84.42283	MISJ	USA		2015		ERR5100703	SAMEA7819101	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0188		S4	42.14462	-84.42283	MISJ	USA		2015		ERR5100704	SAMEA7819090	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0187		S49	42.14462	-84.42283	MISJ	USA		2016		ERR5100705	SAMEA7819089	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0178		S3	42.14462	-84.42283	MISJ	USA		2015		ERR5100706	SAMEA7819080	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0214		G1_OH14PR27	41.29522	-83.45741	OHPR	USA		2014		ERR5100707	SAMEA7819118	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0231		OH16PR007	41.29522	-83.45741	OHPR	USA		2016		ERR5100708	SAMEA7819136	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0225		OH15PR68	41.29522	-83.45741	OHPR	USA		2015		ERR5100709	SAMEA7819130	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0223		OH15PR64	41.29522	-83.45741	OHPR	USA		2015		ERR5100710	SAMEA7819128	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0200		S6	42.14462	-84.42283	MISJ	USA		2015		ERR5100711	SAMEA7819102	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0218		OH15PR30	41.29522	-83.45741	OHPR	USA		2015		ERR5100712	SAMEA7819123	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0232		OH16PR015	41.29522	-83.45741	OHPR	USA		2016		ERR5100713	SAMEA7819137	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0212		G1_OH14PR22	41.29522	-83.45741	OHPR	USA		2014		ERR5100714	SAMEA7819116	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0202		S8	42.14462	-84.42283	MISJ	USA		2015		ERR5100715	SAMEA7819104	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0229		OH16PR001	41.29522	-83.45741	OHPR	USA		2016		ERR5100716	SAMEA7819134	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0201		S7	42.14462	-84.42283	MISJ	USA		2015		ERR5100717	SAMEA7819103	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0208		G1_OH14PR12	41.29522	-83.45741	OHPR	USA		2014		ERR5100718	SAMEA7819112	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0230		OH16PR005	41.29522	-83.45741	OHPR	USA		2016		ERR5100719	SAMEA7819135	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0203		S9	42.14462	-84.42283	MISJ	USA		2015		ERR5100720	SAMEA7819105	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0238		OH16PR033	41.29522	-83.45741	OHPR	USA		2016		ERR5100721	SAMEA7819143	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0226		OH15PR75	41.29522	-83.45741	OHPR	USA		2015		ERR5100722	SAMEA7819131	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0217		OH15PR07	41.29522	-83.45741	OHPR	USA		2015		ERR5100723	SAMEA7819122	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0222		OH15PR59	41.29522	-83.45741	OHPR	USA		2015		ERR5100724	SAMEA7819127	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0239		OH16PR039	41.29522	-83.45741	OHPR	USA		2016		ERR5100725	SAMEA7819144	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0221		OH15PR49	41.29522	-83.45741	OHPR	USA		2015		ERR5100726	SAMEA7819126	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0246		14INRCTxx4	38.226067	-86.247712	INRC	USA		2014		ERR5100728	SAMEA7819151	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0242		OH16PR047	41.29522	-83.45741	OHPR	USA		2016		ERR5100729	SAMEA7819147	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0233		OH16PR019	41.29522	-83.45741	OHPR	USA		2016		ERR5100730	SAMEA7819138	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0240		OH16PR040	41.29522	-83.45741	OHPR	USA		2016		ERR5100731	SAMEA7819145	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
OASN0234		OH16PR022	41.29522	-83.45741	OHPR	USA		2016		ERR5100733	SAMEA7819139	PRJEB42417	PAIRED	Illumina HiSeq 3000	Arabidopsis thaliana							Y	USA	United States	SN
